Trip_ID,Start_Location,Destination,Country,Start_Date,End_Date,Duration_Days,Accommodation_Type,Accommodation_Cost,Transport_Type,Transport_Cost,Food_Cost,Activity_Cost,Base_Currency,User_Selected_Currency,Currency_Rate,Total_Expense,Distance_km,Train_Class
179,Kolkata,Berlin,Germany,2024-08-15,2024-08-19,4,Airbnb,280,Bus,58.65,70.0,315.0,USD,AED,3.67,2655.8,7031,
180,Mumbai,Bengaluru,India,2024-03-25,2024-03-26,1,Hostel,7,Car,67.6,12.0,54.0,USD,JPY,153.0,21511.8,845,
181,Bengaluru,Singapore,Singapore,2024-02-14,2024-02-23,9,Hotel 5-star,360,Bus,8.83,166.5,749.25,USD,GBP,0.79,1014.82,3164,
182,Mumbai,London,UK,2024-03-15,2024-03-27,12,Hotel 3-star,144,Bus,22.36,228.0,1026.0,USD,EUR,0.92,1306.73,7192,
183,Jaipur,Singapore,Singapore,2024-03-17,2024-03-19,2,Hotel 4-star,50,Train,,37.0,166.5,USD,JPY,153.0,,4126,Yuva_18_35
184,Ahmedabad,Sydney,Australia,2024-05-04,2024-05-16,12,Hotel 4-star,300,Bus,16.47,180.0,810.0,USD,EUR,0.92,1201.95,10437,
185,Chennai,Berlin,Germany,2024-03-05,2024-03-15,10,Hotel 4-star,250,Train,,175.0,787.5,USD,GBP,0.79,,7299,GR_CC
186,Ahmedabad,Berlin,Germany,2024-05-21,2024-05-30,9,Airbnb,630,Bike,296.45,157.5,708.75,USD,GBP,0.79,1416.23,5929,
187,Mumbai,Paris,France,2024-09-01,2024-09-12,11,Hotel 3-star,132,Flight,846.45,187.0,841.5,USD,GBP,0.79,1585.49,7009,
188,Bengaluru,Singapore,Singapore,2024-06-16,2024-06-26,10,Hotel 4-star,250,Flight,1090.16,185.0,832.5,USD,AED,3.67,8652.61,3164,
189,Hyderabad,London,UK,2024-05-17,2024-05-19,2,Hotel 3-star,24,Train,8.4,38.0,171.0,USD,USD,1.0,241.4,7722,Ord_SL
190,Surat,Paris,France,2024-04-10,2024-04-12,2,Hotel 4-star,50,Bus,53.35,34.0,153.0,USD,EUR,0.92,267.12,6840,
191,Jaipur,Berlin,Germany,2024-08-25,2024-09-04,10,Hotel 3-star,120,Train,,175.0,787.5,USD,USD,1.0,,5822,JS_CC
192,Mumbai,Dubai,UAE,2024-05-24,2024-06-02,9,Hotel 3-star,108,Train,30.57,76.5,344.25,USD,EUR,0.92,514.57,1935,Raj_2A
193,Mumbai,Sydney,Australia,2024-03-12,2024-03-13,1,Hostel,7,Train,80.87,15.0,67.5,USD,USD,1.0,170.37,10157,AC_1A
194,Surat,Paris,France,2024-01-25,2024-01-28,3,Hotel 3-star,36,Train,,51.0,229.5,USD,GBP,0.79,,6840,JS_2S
195,Hyderabad,New York,USA,2024-05-29,2024-05-30,1,Airbnb,70,Train,25.55,10.5,47.25,USD,GBP,0.79,121.11,12958,AC_CC
196,Jaipur,London,UK,2024-07-19,2024-07-24,5,Airbnb,350,Bike,366.43,95.0,427.5,USD,USD,1.0,1238.93,6750,
197,Surat,Sydney,Australia,2024-05-19,2024-05-29,10,Airbnb,700,Flight,616.74,150.0,675.0,USD,AED,3.67,7860.19,10296,
198,Jaipur,London,UK,2024-01-23,2024-01-25,2,Hotel 3-star,24,Flight,580.23,38.0,171.0,USD,USD,1.0,813.23,6750,
199,Mumbai,Berlin,Germany,2024-03-30,2024-04-11,12,Airbnb,840,Bus,14.3,210.0,945.0,USD,JPY,153.0,307422.9,6286,
200,Jaipur,London,UK,2024-07-17,2024-07-26,9,Hotel 4-star,225,Train,,171.0,769.5,USD,JPY,153.0,,6750,JS_CC
201,Kolkata,Bengaluru,India,2024-02-12,2024-02-23,11,Hostel,77,Train,15.66,132.0,594.0,USD,JPY,153.0,125254.98,1561,AC_3A
202,Mumbai,Sydney,Australia,2024-04-24,2024-05-06,12,Hotel 5-star,480,Bus,17.61,180.0,810.0,USD,AED,3.67,5459.53,10157,
203,Pune,Singapore,Singapore,2024-05-28,2024-06-08,11,Hotel 3-star,132,Train,,203.5,915.75,USD,EUR,0.92,,3784,GR_3A
204,Ahmedabad,Dubai,UAE,2024-03-03,2024-03-12,9,Hotel 3-star,108,Car,100.36,76.5,344.25,USD,GBP,0.79,497.0,1771,
205,Delhi,Bengaluru,India,2024-02-21,2024-03-04,12,Hotel 3-star,144,Flight,129.06,144.0,648.0,USD,EUR,0.92,979.86,1750,
206,Surat,London,UK,2024-03-02,2024-03-06,4,Hotel 5-star,160,Car,888.44,76.0,342.0,USD,USD,1.0,1466.44,7014,
207,Pune,Bengaluru,India,2024-08-03,2024-08-14,11,Hotel 5-star,440,Train,9.8,132.0,594.0,USD,USD,1.0,1175.8,735,AC_3A
208,Ahmedabad,Paris,France,2024-08-05,2024-08-11,6,Hotel 4-star,150,Car,756.61,102.0,459.0,USD,AED,3.67,5386.13,6676,
209,Jaipur,New York,USA,2024-09-05,2024-09-14,9,Hotel 4-star,225,Car,831.25,94.5,425.25,USD,GBP,0.79,1245.04,11875,
210,Mumbai,Paris,France,2024-05-16,2024-05-23,7,Hotel 3-star,84,Flight,858.5,119.0,535.5,USD,INR,83.0,132551.0,7009,
211,Delhi,Bengaluru,India,2024-01-19,2024-01-27,8,Hotel 5-star,320,Train,,96.0,432.0,USD,USD,1.0,,1750,JS_CC
212,Hyderabad,Sydney,Australia,2024-03-06,2024-03-10,4,Hotel 3-star,48,Flight,1086.62,60.0,270.0,USD,EUR,0.92,1347.45,9569,
213,Chennai,Dubai,UAE,2024-02-29,2024-03-07,7,Airbnb,490,Flight,977.17,59.5,267.75,USD,AED,3.67,6585.52,2944,
214,Hyderabad,Mumbai,India,2024-02-05,2024-02-08,3,Hotel 5-star,120,Bus,13.21,36.0,162.0,USD,JPY,153.0,50675.13,621,
215,Delhi,New York,USA,2024-04-22,2024-04-26,4,Hotel 4-star,100,Car,821.94,42.0,189.0,USD,AED,3.67,4231.29,11742,
216,Delhi,Berlin,Germany,2024-05-11,2024-05-21,10,Hotel 3-star,120,Train,,175.0,787.5,USD,AED,3.67,,5766,Raj_1A
217,Delhi,New York,USA,2024-05-12,2024-05-16,4,Hotel 5-star,160,Car,821.94,42.0,189.0,USD,GBP,0.79,958.22,11742,
218,Bengaluru,Paris,France,2024-02-09,2024-02-13,4,Hotel 3-star,48,Bus,44.47,68.0,306.0,USD,JPY,153.0,71369.91,7849,
219,Delhi,Dubai,UAE,2024-04-01,2024-04-03,2,Hotel 4-star,50,Bike,53.31,17.0,76.5,USD,INR,83.0,16335.23,2195,
220,Mumbai,Paris,France,2024-09-03,2024-09-11,8,Hotel 3-star,96,Flight,772.1,136.0,612.0,USD,JPY,153.0,247263.3,7009,
221,Delhi,New York,USA,2024-08-04,2024-08-07,3,Hotel 3-star,36,Car,821.94,31.5,141.75,USD,GBP,0.79,814.64,11742,
222,Delhi,New York,USA,2024-07-26,2024-08-01,6,Hotel 3-star,72,Flight,248.1,63.0,283.5,USD,JPY,153.0,101989.8,11742,
223,Bengaluru,Berlin,Germany,2024-03-10,2024-03-14,4,Hotel 4-star,100,Train,45.94,70.0,315.0,USD,USD,1.0,530.94,7131,AC_2A
224,Hyderabad,Dubai,UAE,2024-04-10,2024-04-18,8,Hotel 5-star,320,Bike,62.0,68.0,306.0,USD,EUR,0.92,695.52,2553,
225,Kolkata,Paris,France,2024-04-06,2024-04-09,3,Hotel 3-star,36,Car,890.35,51.0,229.5,USD,JPY,153.0,184648.05,7856,
226,Pune,Dubai,UAE,2024-02-01,2024-02-08,7,Hotel 3-star,84,Flight,711.57,59.5,267.75,USD,EUR,0.92,1032.99,2054,
227,Chennai,New York,USA,2024-04-01,2024-04-08,7,Airbnb,490,Train,80.87,73.5,330.75,USD,JPY,153.0,149193.36,13473,AC_1A
228,Chennai,Dubai,UAE,2024-05-20,2024-05-25,5,Hotel 4-star,125,Bike,71.5,42.5,191.25,USD,JPY,153.0,65828.25,2944,
229,Pune,Singapore,Singapore,2024-02-02,2024-02-09,7,Hotel 4-star,175,Bus,11.39,129.5,582.75,USD,INR,83.0,74587.12,3784,
230,Ahmedabad,London,UK,2024-08-03,2024-08-06,3,Hostel,21,Bike,371.53,57.0,256.5,USD,AED,3.67,2591.13,6844,
231,Mumbai,Paris,France,2024-08-28,2024-08-29,1,Airbnb,70,Train,45.94,17.0,76.5,USD,USD,1.0,209.44,7009,AC_2A
232,Bengaluru,Mumbai,India,2024-03-02,2024-03-05,3,Hostel,21,Flight,1008.55,36.0,162.0,USD,AED,3.67,4505.11,845,
233,Bengaluru,Paris,France,2024-03-10,2024-03-19,9,Hostel,63,Bus,52.85,153.0,688.5,USD,INR,83.0,79460.05,7849,
234,Hyderabad,Berlin,Germany,2024-01-14,2024-01-16,2,Hotel 5-star,80,Flight,341.96,35.0,157.5,USD,USD,1.0,614.46,6805,
235,Mumbai,Paris,France,2024-01-03,2024-01-14,11,Hostel,77,Flight,313.68,187.0,841.5,USD,EUR,0.92,1305.65,7009,
236,Jaipur,Sydney,Australia,2024-04-02,2024-04-09,7,Airbnb,490,Car,1042.8,105.0,472.5,USD,INR,83.0,175154.9,10428,
237,Hyderabad,Singapore,Singapore,2024-02-05,2024-02-09,4,Hostel,28,Bus,17.87,74.0,333.0,USD,AED,3.67,1662.03,3293,
238,Ahmedabad,Tokyo,Japan,2024-02-07,2024-02-16,9,Hotel 5-star,360,Car,609.37,126.0,567.0,USD,GBP,0.79,1313.27,6529,
239,Kolkata,Sydney,Australia,2024-06-08,2024-06-16,8,Hostel,56,Bike,391.63,120.0,540.0,USD,AED,3.67,4065.0,9138,
240,Pune,Sydney,Australia,2024-04-18,2024-04-29,11,Airbnb,770,Bike,430.16,165.0,742.5,USD,EUR,0.92,1939.05,10037,
241,Jaipur,New York,USA,2024-07-13,2024-07-14,1,Hotel 3-star,12,Bus,57.23,10.5,47.25,USD,USD,1.0,126.98,11875,
242,Jaipur,Mumbai,India,2024-09-06,2024-09-10,4,Hotel 3-star,48,Car,73.68,48.0,216.0,USD,INR,83.0,32011.44,921,
243,Ahmedabad,Sydney,Australia,2024-08-14,2024-08-26,12,Hotel 4-star,300,Flight,942.58,180.0,810.0,USD,AED,3.67,8193.57,10437,
244,Pune,Singapore,Singapore,2024-05-28,2024-06-08,11,Airbnb,770,Bus,11.57,203.5,915.75,USD,USD,1.0,1900.82,3784,
245,Pune,Dubai,UAE,2024-06-27,2024-07-03,6,Hotel 3-star,72,Train,21.48,51.0,229.5,USD,EUR,0.92,344.06,2054,Raj_3A
246,Bengaluru,Mumbai,India,2024-06-12,2024-06-20,8,Airbnb,560,Flight,1020.59,96.0,432.0,USD,GBP,0.79,1665.79,845,
247,Kolkata,Tokyo,Japan,2024-07-15,2024-07-23,8,Hostel,56,Bus,41.37,112.0,504.0,USD,GBP,0.79,563.56,5130,
248,Kolkata,Mumbai,India,2024-08-27,2024-09-08,12,Hotel 4-star,300,Bike,56.74,144.0,648.0,USD,AED,3.67,4215.88,1655,
249,Jaipur,Paris,France,2024-08-30,2024-09-03,4,Airbnb,280,Bus,46.11,68.0,306.0,USD,JPY,153.0,107116.83,6612,
250,Delhi,London,UK,2024-02-08,2024-02-14,6,Hotel 3-star,72,Bus,45.41,114.0,513.0,USD,INR,83.0,61786.03,6697,
251,Mumbai,New York,USA,2024-02-23,2024-02-25,2,Hostel,14,Train,,21.0,94.5,USD,GBP,0.79,,12538,JS_CC
252,Kolkata,New York,USA,2024-05-19,2024-05-23,4,Hotel 5-star,160,Bike,382.38,42.0,189.0,USD,GBP,0.79,610.97,12746,
253,Hyderabad,Dubai,UAE,2024-03-21,2024-04-02,12,Hostel,84,Bike,62.0,102.0,459.0,USD,EUR,0.92,650.44,2553,
254,Pune,Bengaluru,India,2024-04-19,2024-04-21,2,Hotel 5-star,80,Train,2.43,24.0,108.0,USD,JPY,153.0,32807.79,735,JS_2S
255,Delhi,Singapore,Singapore,2024-01-24,2024-02-01,8,Hotel 5-star,320,Bus,16.7,148.0,666.0,USD,INR,83.0,95508.1,4157,
256,Surat,Paris,France,2024-03-15,2024-03-24,9,Hotel 5-star,360,Car,775.2,153.0,688.5,USD,EUR,0.92,1818.56,6840,
257,Kolkata,London,UK,2024-05-11,2024-05-13,2,Hotel 5-star,80,Bus,7.71,38.0,171.0,USD,EUR,0.92,272.97,7962,
258,Kolkata,Berlin,Germany,2024-04-01,2024-04-10,9,Hotel 4-star,225,Car,820.28,157.5,708.75,USD,USD,1.0,1911.53,7031,
259,Delhi,Mumbai,India,2024-08-29,2024-09-05,7,Hotel 4-star,175,Flight,316.36,84.0,378.0,USD,EUR,0.92,877.09,1153,
260,Pune,Tokyo,Japan,2024-07-19,2024-07-30,11,Hotel 3-star,132,Bike,266.56,154.0,693.0,USD,INR,83.0,103381.48,6664,
261,Kolkata,Singapore,Singapore,2024-05-29,2024-06-07,9,Airbnb,630,Train,3.13,166.5,749.25,USD,INR,83.0,128557.04,2891,Ord_Passenger
262,Chennai,Singapore,Singapore,2024-02-09,2024-02-10,1,Airbnb,70,Flight,556.39,18.5,83.25,USD,USD,1.0,728.14,2902,
263,Surat,Singapore,Singapore,2024-02-13,2024-02-17,4,Hotel 5-star,160,Car,495.43,74.0,333.0,USD,INR,83.0,88181.69,4017,
264,Chennai,Dubai,UAE,2024-03-13,2024-03-15,2,Hotel 4-star,50,Bus,44.46,17.0,76.5,USD,JPY,153.0,28757.88,2944,
265,Surat,Bengaluru,India,2024-07-12,2024-07-22,10,Hotel 3-star,120,Bus,43.14,120.0,540.0,USD,EUR,0.92,757.29,1043,
266,Pune,Singapore,Singapore,2024-07-11,2024-07-18,7,Hotel 3-star,84,Bus,57.99,129.5,582.75,USD,JPY,153.0,130698.72,3784,
267,Hyderabad,New York,USA,2024-07-18,2024-07-30,12,Hotel 5-star,480,Train,80.87,126.0,567.0,USD,AED,3.67,4601.7,12958,AC_1A
268,Ahmedabad,New York,USA,2024-02-10,2024-02-11,1,Hotel 4-star,25,Bus,51.02,10.5,47.25,USD,JPY,153.0,20466.81,12131,
269,Ahmedabad,Bengaluru,India,2024-07-14,2024-07-25,11,Hostel,77,Train,7.11,132.0,594.0,USD,GBP,0.79,639.99,1237,GR_CC
270,Hyderabad,New York,USA,2024-05-27,2024-05-31,4,Hotel 5-star,160,Car,907.06,42.0,189.0,USD,EUR,0.92,1194.22,12958,
271,Surat,Singapore,Singapore,2024-01-13,2024-01-18,5,Hotel 5-star,200,Train,,92.5,416.25,USD,EUR,0.92,,4017,Sha_CC
272,Jaipur,Dubai,UAE,2024-06-21,2024-06-23,2,Hostel,14,Bus,16.16,17.0,76.5,USD,JPY,153.0,18919.98,2056,
273,Surat,Tokyo,Japan,2024-01-27,2024-02-02,6,Hotel 4-star,150,Flight,753.9,84.0,378.0,USD,GBP,0.79,1079.06,6607,
274,Surat,Mumbai,India,2024-01-20,2024-02-01,12,Hotel 3-star,144,Bike,7.99,144.0,648.0,USD,INR,83.0,78351.17,233,
275,Kolkata,Dubai,UAE,2024-03-21,2024-03-31,10,Hotel 3-star,120,Train,,85.0,382.5,USD,INR,83.0,,3369,JS_CC
276,Delhi,Dubai,UAE,2024-08-16,2024-08-18,2,Hostel,14,Bike,53.31,17.0,76.5,USD,JPY,153.0,24603.93,2195,
277,Mumbai,New York,USA,2024-08-19,2024-08-29,10,Hotel 4-star,250,Bus,8.38,105.0,472.5,USD,INR,83.0,69378.04,12538,
278,Hyderabad,Dubai,UAE,2024-02-02,2024-02-08,6,Hotel 4-star,150,Bike,62.0,51.0,229.5,USD,GBP,0.79,389.08,2553,
279,Mumbai,Sydney,Australia,2024-08-08,2024-08-16,8,Hotel 4-star,200,Car,1015.7,120.0,540.0,USD,INR,83.0,155683.1,10157,
280,Kolkata,Dubai,UAE,2024-05-09,2024-05-14,5,Hotel 3-star,60,Car,190.91,42.5,191.25,USD,EUR,0.92,445.89,3369,
281,Hyderabad,Mumbai,India,2024-01-23,2024-01-28,5,Hostel,35,Bike,21.29,60.0,270.0,USD,INR,83.0,32062.07,621,
282,Bengaluru,Sydney,Australia,2024-03-22,2024-03-30,8,Airbnb,560,Bus,43.9,120.0,540.0,USD,USD,1.0,1263.9,9349,
283,Ahmedabad,Dubai,UAE,2024-02-25,2024-03-05,9,Hotel 3-star,108,Flight,481.4,76.5,344.25,USD,INR,83.0,83842.45,1771,
284,Surat,London,UK,2024-01-03,2024-01-10,7,Airbnb,490,Train,,133.0,598.5,USD,USD,1.0,,7014,Raj_2A
285,Delhi,Tokyo,Japan,2024-02-09,2024-02-16,7,Hostel,49,Car,544.97,98.0,441.0,USD,USD,1.0,1132.97,5839,
286,Surat,New York,USA,2024-08-14,2024-08-20,6,Hostel,42,Bike,369.81,63.0,283.5,USD,JPY,153.0,116021.43,12327,
287,Jaipur,Dubai,UAE,2024-03-24,2024-04-05,12,Hostel,84,Bike,49.93,102.0,459.0,USD,AED,3.67,2550.39,2056,
288,Hyderabad,Dubai,UAE,2024-06-12,2024-06-20,8,Hotel 4-star,200,Flight,1092.38,68.0,306.0,USD,GBP,0.79,1316.44,2553,
289,Hyderabad,Sydney,Australia,2024-06-29,2024-07-04,5,Airbnb,350,Bike,410.1,75.0,337.5,USD,EUR,0.92,1078.79,9569,
290,Chennai,New York,USA,2024-07-09,2024-07-20,11,Hotel 5-star,440,Car,943.11,115.5,519.75,USD,USD,1.0,2018.36,13473,
291,Hyderabad,Singapore,Singapore,2024-01-30,2024-02-02,3,Airbnb,210,Flight,126.05,55.5,249.75,USD,USD,1.0,641.3,3293,
292,Kolkata,Sydney,Australia,2024-07-26,2024-08-06,11,Hostel,77,Bus,27.59,165.0,742.5,USD,GBP,0.79,799.55,9138,
293,Surat,New York,USA,2024-08-29,2024-09-05,7,Hostel,49,Train,8.4,73.5,330.75,USD,EUR,0.92,424.72,12327,Ord_SL
294,Ahmedabad,Sydney,Australia,2024-03-07,2024-03-16,9,Hotel 4-star,225,Bike,447.3,135.0,607.5,USD,GBP,0.79,1117.69,10437,
295,Jaipur,Paris,France,2024-07-15,2024-07-25,10,Airbnb,700,Bike,321.15,170.0,765.0,USD,USD,1.0,1956.15,6612,
296,Surat,Dubai,UAE,2024-04-06,2024-04-14,8,Airbnb,560,Bike,44.88,68.0,306.0,USD,AED,3.67,3592.49,1848,
297,Ahmedabad,Mumbai,India,2024-07-27,2024-08-05,9,Hotel 3-star,108,Bus,21.39,108.0,486.0,USD,INR,83.0,60041.37,440,
298,Jaipur,London,UK,2024-04-01,2024-04-06,5,Hostel,35,Bus,38.08,95.0,427.5,USD,GBP,0.79,470.51,6750,
299,Chennai,Sydney,Australia,2024-04-08,2024-04-09,1,Airbnb,70,Bus,53.01,15.0,67.5,USD,JPY,153.0,31443.03,9126,
300,Delhi,Tokyo,Japan,2024-01-15,2024-01-22,7,Hotel 3-star,84,Bike,233.56,98.0,441.0,USD,EUR,0.92,788.04,5839,
301,Delhi,Paris,France,2024-01-12,2024-01-24,12,Hotel 4-star,300,Train,41.51,204.0,918.0,USD,EUR,0.92,1346.43,6572,Ord_FC
302,Hyderabad,Dubai,UAE,2024-09-02,2024-09-05,3,Airbnb,210,Bus,26.76,25.5,114.75,USD,AED,3.67,1383.63,2553,
303,Delhi,Singapore,Singapore,2024-03-09,2024-03-10,1,Hotel 5-star,40,Train,,18.5,83.25,USD,INR,83.0,,4157,JS_CC
304,Bengaluru,Tokyo,Japan,2024-03-23,2024-03-29,6,Airbnb,420,Bike,266.32,84.0,378.0,USD,GBP,0.79,907.17,6658,
305,Surat,Bengaluru,India,2024-03-11,2024-03-17,6,Airbnb,420,Bus,21.87,72.0,324.0,USD,AED,3.67,3074.98,1043,
306,Kolkata,New York,USA,2024-04-04,2024-04-05,1,Airbnb,70,Car,892.22,10.5,47.25,USD,GBP,0.79,805.78,12746,
307,Chennai,New York,USA,2024-04-08,2024-04-18,10,Hotel 4-star,250,Flight,850.54,105.0,472.5,USD,JPY,153.0,256740.12,13473,
308,Kolkata,Berlin,Germany,2024-04-04,2024-04-13,9,Hotel 3-star,108,Train,7.34,157.5,708.75,USD,USD,1.0,981.59,7031,Exp_2S
309,Delhi,Berlin,Germany,2024-04-13,2024-04-15,2,Hotel 4-star,50,Car,672.7,35.0,157.5,USD,USD,1.0,915.2,5766,
310,Hyderabad,Berlin,Germany,2024-05-12,2024-05-22,10,Airbnb,700,Train,,175.0,787.5,USD,GBP,0.79,,6805,Yuva_Other
311,Delhi,Berlin,Germany,2024-08-22,2024-08-25,3,Hotel 3-star,36,Bike,288.3,52.5,236.25,USD,AED,3.67,2249.89,5766,
312,Hyderabad,Sydney,Australia,2024-04-25,2024-05-07,12,Airbnb,840,Bike,410.1,180.0,810.0,USD,INR,83.0,185928.3,9569,
313,Delhi,Paris,France,2024-06-19,2024-07-01,12,Hotel 3-star,144,Car,744.83,204.0,918.0,USD,AED,3.67,7379.75,6572,
314,Jaipur,New York,USA,2024-06-12,2024-06-22,10,Hostel,70,Car,831.25,105.0,472.5,USD,JPY,153.0,226248.75,11875,
315,Chennai,Mumbai,India,2024-04-25,2024-04-26,1,Hostel,7,Train,14.33,12.0,54.0,USD,INR,83.0,7248.39,1033,Exp_FC
316,Surat,Paris,France,2024-06-12,2024-06-14,2,Hotel 5-star,80,Bus,47.69,34.0,153.0,USD,AED,3.67,1154.91,6840,
317,Ahmedabad,Dubai,UAE,2024-07-21,2024-08-02,12,Hotel 3-star,144,Car,100.36,102.0,459.0,USD,USD,1.0,805.36,1771,
318,Chennai,London,UK,2024-08-07,2024-08-16,9,Hotel 3-star,108,Car,1040.06,171.0,769.5,USD,USD,1.0,2088.56,8211,
319,Chennai,Singapore,Singapore,2024-01-28,2024-02-02,5,Airbnb,350,Bike,153.39,92.5,416.25,USD,AED,3.67,3714.55,2902,
320,Surat,Singapore,Singapore,2024-07-07,2024-07-09,2,Hotel 5-star,80,Bus,9.67,37.0,166.5,USD,EUR,0.92,269.72,4017,
321,Pune,Sydney,Australia,2024-06-12,2024-06-18,6,Hostel,42,Flight,171.31,90.0,405.0,USD,INR,83.0,58789.73,10037,
322,Hyderabad,Berlin,Germany,2024-07-03,2024-07-12,9,Hotel 3-star,108,Bike,340.25,157.5,708.75,USD,USD,1.0,1314.5,6805,
323,Delhi,Sydney,Australia,2024-05-10,2024-05-19,9,Hotel 4-star,225,Bike,447.56,135.0,607.5,USD,INR,83.0,117449.98,10443,
324,Bengaluru,Berlin,Germany,2024-07-01,2024-07-13,12,Hotel 3-star,144,Car,831.95,210.0,945.0,USD,EUR,0.92,1960.47,7131,
325,Ahmedabad,New York,USA,2024-08-25,2024-09-04,10,Airbnb,700,Car,849.17,105.0,472.5,USD,USD,1.0,2126.67,12131,
326,Ahmedabad,London,UK,2024-07-28,2024-08-03,6,Hotel 5-star,240,Car,866.91,114.0,513.0,USD,JPY,153.0,265288.23,6844,
327,Surat,Paris,France,2024-04-16,2024-04-26,10,Hotel 3-star,120,Bike,332.23,170.0,765.0,USD,GBP,0.79,1095.91,6840,
328,Ahmedabad,Mumbai,India,2024-03-18,2024-03-26,8,Hotel 3-star,96,Bike,15.09,96.0,432.0,USD,GBP,0.79,504.88,440,
329,Delhi,Bengaluru,India,2024-07-29,2024-08-03,5,Hostel,35,Bike,60.0,60.0,270.0,USD,USD,1.0,425.0,1750,
330,Kolkata,Mumbai,India,2024-01-19,2024-01-31,12,Hotel 5-star,480,Bus,37.65,144.0,648.0,USD,JPY,153.0,200376.45,1655,
331,Kolkata,Singapore,Singapore,2024-04-23,2024-04-28,5,Airbnb,350,Car,356.56,92.5,416.25,USD,INR,83.0,100870.73,2891,
332,Jaipur,Bengaluru,India,2024-08-18,2024-08-21,3,Hotel 5-star,120,Flight,671.59,36.0,162.0,USD,AED,3.67,3631.8,1562,
333,Surat,Berlin,Germany,2024-04-17,2024-04-29,12,Hotel 4-star,300,Bus,9.47,210.0,945.0,USD,JPY,153.0,224063.91,6103,
334,Surat,New York,USA,2024-08-31,2024-09-11,11,Hotel 4-star,275,Flight,415.3,115.5,519.75,USD,INR,83.0,110020.65,12327,
335,Pune,Singapore,Singapore,2024-05-17,2024-05-25,8,Hotel 3-star,96,Train,,148.0,666.0,USD,EUR,0.92,,3784,Raj_3A
336,Jaipur,Singapore,Singapore,2024-06-01,2024-06-02,1,Hostel,7,Bike,218.09,18.5,83.25,USD,AED,3.67,1199.5,4126,
337,Surat,Dubai,UAE,2024-06-11,2024-06-17,6,Hotel 4-star,150,Bus,52.79,51.0,229.5,USD,EUR,0.92,444.63,1848,
338,Ahmedabad,Bengaluru,India,2024-08-06,2024-08-18,12,Hotel 4-star,300,Flight,125.46,144.0,648.0,USD,USD,1.0,1217.46,1237,
339,Surat,Bengaluru,India,2024-08-04,2024-08-10,6,Hostel,42,Bike,35.76,72.0,324.0,USD,JPY,153.0,72485.28,1043,
340,Hyderabad,Dubai,UAE,2024-03-23,2024-03-30,7,Hotel 4-star,175,Car,144.67,59.5,267.75,USD,USD,1.0,646.92,2553,
341,Hyderabad,London,UK,2024-06-15,2024-06-22,7,Hotel 4-star,175,Car,978.12,133.0,598.5,USD,INR,83.0,156423.46,7722,
342,Delhi,Mumbai,India,2024-04-22,2024-04-24,2,Airbnb,140,Bike,39.53,24.0,108.0,USD,USD,1.0,311.53,1153,
343,Bengaluru,Mumbai,India,2024-05-17,2024-05-28,11,Hotel 3-star,132,Bike,28.97,132.0,594.0,USD,EUR,0.92,816.01,845,
344,Hyderabad,Mumbai,India,2024-04-06,2024-04-11,5,Hostel,35,Bus,25.34,60.0,270.0,USD,EUR,0.92,359.11,621,
345,Ahmedabad,Singapore,Singapore,2024-02-08,2024-02-18,10,Hostel,70,Car,511.09,185.0,832.5,USD,INR,83.0,132682.97,4144,
346,Hyderabad,Tokyo,Japan,2024-02-15,2024-02-26,11,Hotel 4-star,275,Bus,52.36,154.0,693.0,USD,USD,1.0,1174.36,6311,
347,Hyderabad,Singapore,Singapore,2024-02-29,2024-03-10,10,Airbnb,700,Flight,1051.43,185.0,832.5,USD,USD,1.0,2768.93,3293,
348,Pune,Paris,France,2024-09-06,2024-09-16,10,Hotel 3-star,120,Bus,49.84,170.0,765.0,USD,EUR,0.92,1016.45,7125,
349,Chennai,Sydney,Australia,2024-06-12,2024-06-24,12,Hotel 4-star,300,Bus,26.48,180.0,810.0,USD,USD,1.0,1316.48,9126,
350,Jaipur,London,UK,2024-03-31,2024-04-07,7,Airbnb,490,Flight,769.13,133.0,598.5,USD,USD,1.0,1990.63,6750,
351,Hyderabad,Paris,France,2024-09-02,2024-09-04,2,Hostel,14,Flight,521.9,34.0,153.0,USD,EUR,0.92,665.07,7555,
352,Ahmedabad,London,UK,2024-05-17,2024-05-28,11,Hotel 4-star,275,Bus,47.22,209.0,940.5,USD,GBP,0.79,1162.66,6844,
353,Pune,Bengaluru,India,2024-09-07,2024-09-13,6,Hotel 5-star,240,Bus,57.75,72.0,324.0,USD,AED,3.67,2546.06,735,
354,Mumbai,Berlin,Germany,2024-01-08,2024-01-20,12,Hotel 3-star,144,Bike,314.3,210.0,945.0,USD,AED,3.67,5920.81,6286,
355,Pune,London,UK,2024-01-11,2024-01-18,7,Hotel 5-star,280,Train,45.24,133.0,598.5,USD,GBP,0.79,834.82,7306,Exp_FC
356,Hyderabad,New York,USA,2024-03-09,2024-03-12,3,Hotel 4-star,75,Bike,388.74,31.5,141.75,USD,EUR,0.92,586.03,12958,
357,Hyderabad,New York,USA,2024-07-14,2024-07-25,11,Hotel 3-star,132,Train,,115.5,519.75,USD,GBP,0.79,,12958,Yuva_Other
358,Bengaluru,Berlin,Germany,2024-09-06,2024-09-18,12,Hotel 3-star,144,Flight,412.57,210.0,945.0,USD,GBP,0.79,1352.14,7131,
